Model,scenario,region,riverBasin,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|OtherArable,Mha,0.562296,0.552847,0.536928,0.522653,0.509474,0.493382,0.482794,0.47352,0.466176,0.457818,0.451366
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|OtherNotArable,Mha,0.130298,0.139251,0.139251,0.139251,0.139251,0.139251,0.139251,0.139251,0.139251,0.139251,0.139251
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|Pasture|Managed,Mha,0.302471,0.42898,0.450914,0.475544,0.49863,0.518753,0.536928,0.552309,0.565141,0.576671,0.585892
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|Pasture|Total,Mha,2.898622,3.224906,3.159,3.10425,3.051436,2.989179,2.952494,2.919565,2.892797,2.862377,2.838828
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|Pasture|Unmanaged,Mha,2.596151,2.795926,2.708086,2.628706,2.552806,2.470426,2.415566,2.367256,2.327656,2.285706,2.252936
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|Shrubland,Mha,0.2197498,0.219351,0.216088,0.213103,0.21019,0.206933,0.204754,0.202805,0.20119,0.199446,0.198071
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandCover|Total,Mha,12.55407308,12.5540851,12.55408376,12.55408881,12.55408759,12.55408211,12.55408398,12.55408283,12.55407773,12.55407838,12.55407831
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|Corn,Mha,0.2796032,0.2648616,0.2706186,0.2769977,0.2821004,0.2868689,0.290785,0.2945351,0.2983814,0.3035391,0.3085428
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|EnergyCrops,Mha,0,0,0.080756134,0.145647079,0.225100767,0.29407182,0.31649233,0.33820673,0.36040353,0.38156953,0.39820927
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|OtherCrops,Mha,0.79198158,0.74995402,0.769487881,0.794666716,0.814001725,0.849482536,0.875067539,0.900160285,0.917999211,0.946023987,0.968957235
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|OtherGrains,Mha,0.15046334,0.14539556,0.1471274,0.15055634,0.15342463,0.15585411,0.15783185,0.15899165,0.15978996,0.16130244,0.16214941
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|OtherOilCrops,Mha,0.4274382,0.4556202,0.4851365,0.5084186,0.5273143,0.5385967,0.5482097,0.5554758,0.559372,0.562774,0.5633337
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|Rapeseed,Mha,0.0073533,0.008143,0.00945709,0.01077315,0.01198571,0.01406143,0.01582563,0.01709643,0.01796064,0.01863532,0.01927096
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|Rice,Mha,0.04441454,0.04896184,0.050061031,0.05059161,0.050504762,0.050701691,0.050637723,0.050405389,0.050042875,0.050309942,0.050301739
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|Soybean,Mha,0.0223188,0.0258,0.0274334,0.0288506,0.030071,0.0312451,0.0323594,0.0333595,0.0342129,0.034792,0.0353096
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|SugarCrops,Mha,0.01381952,0.01262688,0.01285092,0.01305121,0.0129986,0.01324882,0.01349111,0.01368905,0.01383331,0.01393006,0.0139786
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|Total,Mha,2.37101728,2.3311731,2.454629756,2.560334805,2.667939594,2.798880107,2.867533982,2.929074834,2.978736726,3.039719379,3.086575314
GCAM,REF,Europe_Non_EU,AdrBlkSea,LandUse|Crops|Wheat,Mha,0.6336248,0.61981,0.6017008,0.5807818,0.5604377,0.564749,0.5668337,0.5671549,0.5667409,0.566843,0.566522
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Cropland,Mha,6.45525522,6.08380618,6.35464077,6.581714806,6.810707436,7.063376115,7.203706541,7.320019437,7.415234748,7.528746711,7.613097251
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Forest|Managed,Mha,1.85864,2.18133,2.30588,2.4184,2.5187,2.60998,2.69331,2.76849,2.83276,2.8889,2.93482
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Forest|Total,Mha,6.092743,6.196133,6.209483,6.225833,6.232133,6.231043,6.253903,6.276443,6.296163,6.307563,6.318623
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Forest|Unmanaged,Mha,4.234103,4.014803,3.903603,3.807433,3.713433,3.621063,3.560593,3.507953,3.463403,3.418663,3.383803
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Grassland,Mha,7.747844,8.012672,7.888962,7.779112,7.672092,7.559052,7.482812,7.417222,7.362492,7.304172,7.259062
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|OtherArable,Mha,1.53089,1.4428,1.39842,1.36019,1.32429,1.28537,1.25965,1.23821,1.22083,1.20168,1.1872
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|OtherNotArable,Mha,0.372906,0.406903,0.406903,0.406903,0.406903,0.406903,0.406903,0.406903,0.406903,0.406903,0.406903
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Pasture|Managed,Mha,0.479772,0.611508,0.64338,0.679508,0.713501,0.744813,0.772402,0.796466,0.816529,0.835136,0.85025
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Pasture|Total,Mha,4.597729,4.597078,4.50764,4.435958,4.366651,4.291393,4.246602,4.208906,4.177869,4.143006,4.1169
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Pasture|Unmanaged,Mha,4.117957,3.98557,3.86426,3.75645,3.65315,3.54658,3.4742,3.41244,3.36134,3.30787,3.26665
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Shrubland,Mha,1.668723,1.726713,1.700053,1.676383,1.653313,1.628953,1.612523,1.598393,1.586603,1.574033,1.564313
GCAM,REF,Europe_Non_EU,BlackSeaS,LandCover|Total,Mha,28.46609022,28.46610518,28.46610177,28.46609381,28.46608944,28.46609011,28.46609954,28.46609644,28.46609475,28.46610371,28.46609825
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|Corn,Mha,0.2764852,0.296563,0.3013318,0.3021875,0.3027769,0.3098808,0.3160949,0.3223831,0.3284012,0.3347208,0.3412301
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|EnergyCrops,Mha,0,0,0.14816677,0.26689548,0.4123764,0.53883827,0.58165943,0.62358668,0.66637834,0.70739963,0.73996811
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|OtherCrops,Mha,1.5117349,1.39551782,1.44963588,1.51752873,1.57746418,1.65045021,1.7089323,1.76175486,1.80905594,1.84896585,1.88190857
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|OtherGrains,Mha,1.1840578,1.071641,1.0938356,1.1202278,1.1430455,1.1648193,1.1825154,1.194747,1.2037979,1.2158678,1.226505
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|OtherOilCrops,Mha,0.4484658,0.4622962,0.4822506,0.5000681,0.5156561,0.5237212,0.5298485,0.5345175,0.5358675,0.5394815,0.5408807
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|Rapeseed,Mha,0.01018016,0.01076926,0.01091919,0.01096521,0.01076424,0.00764055,0.00458292,0.002105114,5.17E-04,5.09E-04,5.03E-04
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|Rice,Mha,0.0436876,0.0459572,0.0467053,0.0469764,0.0476616,0.0479389,0.0479629,0.0478279,0.0475307,0.0478291,0.0478711
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|Soybean,Mha,2.76E-05,4.97E-05,4.87E-05,4.73E-05,4.57E-05,4.37E-05,4.19E-05,4.03E-05,3.88E-05,3.94E-05,3.99E-05
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|SugarCrops,Mha,0.1336142,0.12362,0.1244719,0.1246883,0.1259728,0.1274132,0.1284876,0.1291849,0.1292686,0.1299152,0.1300275
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|Total,Mha,6.45525522,6.08380618,6.35464077,6.581714806,6.810707436,7.063376115,7.203706541,7.320019437,7.415234748,7.528746711,7.613097251
GCAM,REF,Europe_Non_EU,BlackSeaS,LandUse|Crops|Wheat,Mha,2.847002,2.677392,2.697275,2.69213,2.674944,2.69263,2.7035807,2.7038721,2.6943784,2.7040182,2.7041631
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Cropland,Mha,0.80345058,0.7787282,0.83153389,0.876424128,0.921151096,0.966148666,0.990380569,1.01169795,1.02845471,1.048339749,1.063344699
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Forest|Managed,Mha,0.0544477,0.0660615,0.0685018,0.0708308,0.0725771,0.0742806,0.0764825,0.0784283,0.0800632,0.0814529,0.0825987
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Forest|Total,Mha,0.178483,0.1876499,0.1854913,0.1841659,0.1822267,0.1806855,0.1812535,0.1817459,0.1821353,0.1822734,0.1824536
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Forest|Unmanaged,Mha,0.1240353,0.1215884,0.1169895,0.1133351,0.1096496,0.1064049,0.104771,0.1033176,0.1020721,0.1008205,0.0998549
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Grassland,Mha,1.635544,1.711501,1.690531,1.671731,1.653091,1.634211,1.622631,1.612401,1.604161,1.594921,1.587801
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|OtherArable,Mha,0.598898,0.544045,0.528286,0.514523,0.501351,0.487996,0.47992,0.472894,0.467407,0.461111,0.456331
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|OtherNotArable,Mha,0.035201,0.038931,0.038931,0.038931,0.038931,0.038931,0.038931,0.038931,0.038931,0.038931,0.038931
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Pasture|Managed,Mha,0.0945693,0.120497,0.126877,0.134067,0.14078,0.147147,0.153005,0.158076,0.162397,0.166359,0.169584
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Pasture|Total,Mha,0.9062713,0.905846,0.892365,0.88176,0.871171,0.86035,0.855444,0.851105,0.84786,0.843563,0.84043
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Pasture|Unmanaged,Mha,0.811702,0.785349,0.765488,0.747693,0.730391,0.713203,0.702439,0.693029,0.685463,0.677204,0.670846
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Shrubland,Mha,0.044718,0.03587299,0.03543349,0.03503939,0.03464879,0.03425299,0.03401029,0.03379589,0.03362319,0.03342959,0.03328029
GCAM,REF,Europe_Non_EU,CaspianSW,LandCover|Total,Mha,4.20256588,4.20257409,4.20257168,4.202574418,4.202570586,4.202575156,4.202570359,4.20257074,4.2025722,4.202568739,4.202571589
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|Corn,Mha,0.0021646,0.00241432,0.002463938,0.002482718,0.002489368,0.002553185,0.002612545,0.002669816,0.002725073,0.00278399,0.00284343
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|EnergyCrops,Mha,0,0,0.034776721,0.062297092,0.095429493,0.12398939,0.134336804,0.144414958,0.154731766,0.164565682,0.172394329
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|OtherCrops,Mha,0.19716724,0.18811836,0.195623725,0.204759803,0.212992696,0.222166071,0.230208246,0.238725977,0.244535128,0.250520054,0.255808815
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|OtherGrains,Mha,0.1975137,0.18588594,0.19031254,0.19541405,0.19966429,0.20430406,0.20838821,0.21128796,0.21361433,0.21612985,0.21825544
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|OtherOilCrops,Mha,0.04996036,0.05355378,0.0556934,0.05788704,0.05931421,0.05980486,0.06012596,0.06021392,0.05997735,0.06045781,0.06063437
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|Rapeseed,Mha,0.0015909,0.00175002,0.001777666,0.001787515,0.001756184,0.001250087,7.52E-04,3.46E-04,8.54E-05,8.42E-05,8.33E-05
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|Rice,Mha,1.51E-04,1.65E-04,1.71E-04,1.78E-04,1.81E-04,1.83E-04,1.84E-04,1.85E-04,1.85E-04,1.88E-04,1.89E-04
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|Soybean,Mha,7.36E-06,1.38E-05,1.36E-05,1.32E-05,1.27E-05,1.22E-05,1.18E-05,1.13E-05,1.09E-05,1.11E-05,1.13E-05
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|SugarCrops,Mha,0.01431712,0.01377416,0.0141797,0.01464701,0.01474953,0.01488311,0.01498989,0.01503908,0.01501312,0.01503807,0.01498972
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|Total,Mha,0.80345058,0.7787282,0.83153389,0.876424128,0.921151096,0.966148666,0.990380569,1.01169795,1.02845471,1.048339749,1.063344699
GCAM,REF,Europe_Non_EU,CaspianSW,LandUse|Crops|Wheat,Mha,0.3405788,0.3330532,0.3365213,0.3369581,0.334562,0.337003,0.3387705,0.3388034,0.3375763,0.3385612,0.3381348
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Cropland,Mha,4.10064132,3.95070548,4.092711258,4.236324293,4.382996908,4.561930038,4.65511516,4.736332596,4.80572924,4.895456057,4.968904395
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Forest|Managed,Mha,2.02361,2.29906,2.42399,2.53145,2.62563,2.70566,2.7813,2.84829,2.90454,2.95014,2.98593
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Forest|Total,Mha,6.63352,6.53056,6.51572,6.49494,6.46498,6.41823,6.41084,6.40467,6.39859,6.37977,6.36381
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Forest|Unmanaged,Mha,4.60991,4.2315,4.09173,3.96349,3.83935,3.71257,3.62954,3.55638,3.49405,3.42963,3.37788
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Grassland,Mha,1.94335,1.88636,1.84774,1.81025,1.77408,1.73428,1.70762,1.68412,1.66415,1.64236,1.62467
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|OtherArable,Mha,0.972484,1.25268,1.2156,1.17822,1.14344,1.10262,1.07551,1.05208,1.03259,1.01031,0.992308
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|OtherNotArable,Mha,0.187527,0.200441,0.200441,0.200441,0.200441,0.200441,0.200441,0.200441,0.200441,0.200441,0.200441
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Pasture|Managed,Mha,0.195836,0.251873,0.263631,0.276258,0.287884,0.297559,0.306517,0.314017,0.320027,0.325051,0.32883
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Pasture|Total,Mha,1.876726,1.893483,1.842021,1.794058,1.748314,1.696739,1.664707,1.636587,1.612737,1.585891,1.5641
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Pasture|Unmanaged,Mha,1.68089,1.64161,1.57839,1.5178,1.46043,1.39918,1.35819,1.32257,1.29271,1.26084,1.23527
GCAM,REF,Europe_Non_EU,DanubeR,LandCover|Total,Mha,15.71424832,15.71422948,15.71423326,15.71423329,15.71425191,15.71424004,15.71423316,15.7142306,15.71423724,15.71422806,15.7142334
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|Corn,Mha,1.42302648,1.3128557,1.34047947,1.38048187,1.41016942,1.4285732,1.44467246,1.46008582,1.47662827,1.49895613,1.5200129
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|EnergyCrops,Mha,0,0,0.12984832,0.233568321,0.36001462,0.468285157,0.502823389,0.536310395,0.570421357,0.602323048,0.626987012
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|OtherCrops,Mha,1.32428886,1.12510544,1.15263432,1.18178787,1.20483446,1.24067929,1.27074721,1.29390155,1.30930378,1.33905251,1.36541291
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|OtherGrains,Mha,0.24495624,0.2532863,0.25402198,0.2586365,0.26198431,0.26471855,0.26635382,0.26749883,0.26780126,0.26908559,0.26950212
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|OtherOilCrops,Mha,0.1962068,0.21741512,0.226996118,0.236852122,0.243562738,0.237327491,0.230961121,0.224539711,0.217616763,0.218117309,0.217766303
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|Rapeseed,Mha,0.0269718,0.0264792,0.0306899,0.0348359,0.0386064,0.0452536,0.0509139,0.0549973,0.0576922,0.0597324,0.0614834
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|Rice,Mha,0,0,0,0,0,0,0,0,0,0,0
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|Soybean,Mha,0.1793804,0.205444,0.21768,0.227919,0.236435,0.244574,0.252425,0.259489,0.265289,0.268823,0.271785
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|SugarCrops,Mha,0.07008674,0.06793772,0.06879915,0.06969871,0.06911596,0.07041175,0.07180226,0.07300999,0.07392461,0.07425807,0.07433075
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|Total,Mha,4.10064132,3.95070548,4.092711258,4.236324293,4.382996908,4.561930038,4.65511516,4.736332596,4.80572924,4.895456057,4.968904395
GCAM,REF,Europe_Non_EU,DanubeR,LandUse|Crops|Wheat,Mha,0.635724,0.742182,0.671562,0.612544,0.558274,0.562107,0.564416,0.5665,0.567052,0.565108,0.561624
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|Cropland,Mha,0.02777908,0.02618192,0.026512304,0.026798349,0.027027336,0.027294398,0.027458925,0.027592849,0.027699912,0.027829771,0.02792965
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|OtherArable,Mha,0.00658792,0.00620913,0.00588725,0.00560069,0.00536401,0.00510772,0.00494021,0.00480299,0.00469309,0.00456997,0.00447525
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|Pasture|Managed,Mha,0.00156733,0.00199824,0.00198971,0.00199024,0.00199793,0.00198716,0.00199015,0.00199344,0.00199627,0.00198952,0.00198436
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|Pasture|Total,Mha,0.01502003,0.01502204,0.01501351,0.01501404,0.01502173,0.01501096,0.01501395,0.01501724,0.01502007,0.01501332,0.01500816
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|Pasture|Unmanaged,Mha,0.0134527,0.0130238,0.0130238,0.0130238,0.0130238,0.0130238,0.0130238,0.0130238,0.0130238,0.0130238,0.0130238
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|Shrubland,Mha,0.012513,0.014487,0.014487,0.014487,0.014487,0.014487,0.014487,0.014487,0.014487,0.014487,0.014487
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandCover|Total,Mha,0.06190003,0.06190009,0.061900064,0.061900079,0.061900076,0.061900078,0.061900085,0.061900079,0.061900072,0.061900061,0.06190006
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|Corn,Mha,5.78E-04,6.26E-04,6.24E-04,6.15E-04,6.06E-04,6.09E-04,6.14E-04,6.20E-04,6.27E-04,6.33E-04,6.40E-04
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|EnergyCrops,Mha,0,0,2.64E-04,4.62E-04,6.97E-04,8.88E-04,9.54E-04,0.001017959,0.001084688,0.001144462,0.001191322
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|OtherCrops,Mha,0.00773356,0.00717958,0.007378375,0.007654866,0.007845079,0.008070305,0.00826397,0.008458514,0.008640645,0.008771101,0.008895762
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|OtherGrains,Mha,0.00782582,0.00715258,0.007137695,0.007147354,0.007167399,0.007167976,0.007179738,0.007173034,0.007161675,0.007156313,0.007156556
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|OtherOilCrops,Mha,0.00135646,0.00141206,0.001437658,0.001463443,0.001477592,0.001457342,0.001441791,0.001424795,0.001404832,0.001401205,0.001393665
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|Rapeseed,Mha,4.75E-05,5.07E-05,5.03E-05,4.94E-05,4.77E-05,3.32E-05,1.97E-05,8.93E-06,2.17E-06,2.12E-06,2.07E-06
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|Soybean,Mha,4.62E-05,8.41E-05,8.07E-05,7.66E-05,7.28E-05,6.83E-05,6.46E-05,6.15E-05,5.86E-05,5.89E-05,5.92E-05
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|SugarCrops,Mha,1.34E-04,1.26E-04,1.27E-04,1.28E-04,1.27E-04,1.27E-04,1.27E-04,1.26E-04,1.26E-04,1.26E-04,1.26E-04
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|Total,Mha,0.02777908,0.02618192,0.026512304,0.026798349,0.027027336,0.027294398,0.027458925,0.027592849,0.027699912,0.027829771,0.02792965
GCAM,REF,Europe_Non_EU,EJrdnSyr,LandUse|Crops|Wheat,Mha,0.01005684,0.00955082,0.009413158,0.009201885,0.008985967,0.008872968,0.008794886,0.008701329,0.008594027,0.00853695,0.008465679
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Cropland,Mha,6.26266258,5.90263936,6.19224177,6.42343123,6.65884302,6.90312177,7.02238552,7.123191304,7.199093117,7.295678647,7.36783724
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Forest|Managed,Mha,0.744222,0.878403,0.908355,0.937333,0.958747,0.978419,1.00523,1.02913,1.04954,1.06622,1.08005
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Forest|Total,Mha,2.439604,2.495127,2.469029,2.453829,2.431129,2.410884,2.417041,2.422912,2.42825,2.429452,2.431389
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Forest|Unmanaged,Mha,1.695382,1.616724,1.560674,1.516496,1.472382,1.432465,1.411811,1.393782,1.37871,1.363232,1.351339
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Grassland,Mha,6.05981,6.29657,6.20908,6.13456,6.06076,5.98392,5.93835,5.89919,5.86853,5.83321,5.8061
GCAM,REF,Europe_Non_EU,MeditE,LandCover|OtherArable,Mha,1.48522,1.39983,1.3524,1.31293,1.27547,1.23541,1.2115,1.19146,1.17653,1.15852,1.14492
GCAM,REF,Europe_Non_EU,MeditE,LandCover|OtherNotArable,Mha,0.251416,0.278903,0.278903,0.278903,0.278903,0.278903,0.278903,0.278903,0.278903,0.278903,0.278903
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Pasture|Managed,Mha,0.41632,0.530754,0.554305,0.582177,0.607574,0.630393,0.652761,0.672215,0.689024,0.703756,0.715774
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Pasture|Total,Mha,3.98965,3.989994,3.919095,3.866227,3.813434,3.756963,3.731071,3.709415,3.693974,3.672796,3.657304
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Pasture|Unmanaged,Mha,3.57333,3.45924,3.36479,3.28405,3.20586,3.12657,3.07831,3.0372,3.00495,2.96904,2.94153
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Shrubland,Mha,4.02603,4.15131,4.09363,4.0445,3.99584,3.94518,3.91513,3.88931,3.8691,3.84582,3.82794
GCAM,REF,Europe_Non_EU,MeditE,LandCover|Total,Mha,24.51439258,24.51437336,24.51437877,24.51438023,24.51437902,24.51438177,24.51438052,24.5143813,24.51438012,24.51437965,24.51439324
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|Corn,Mha,0.282303,0.3026472,0.3040194,0.3009436,0.2987199,0.3023479,0.3060008,0.3092774,0.312393,0.3166082,0.320972
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|EnergyCrops,Mha,0,0,0.1970321,0.35027727,0.5335146,0.68869416,0.73903457,0.78792659,0.83818872,0.88571203,0.92295766
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|OtherCrops,Mha,1.904691,1.754356,1.8077589,1.8718483,1.9272611,1.992896,2.0414179,2.0899139,2.1213759,2.1535257,2.1842058
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|OtherGrains,Mha,1.0555358,0.9548342,0.9720411,0.9939554,1.0122932,1.0300007,1.0468106,1.0585026,1.0683292,1.079003,1.0881854
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|OtherOilCrops,Mha,0.3820172,0.3935976,0.4055927,0.4160831,0.4243275,0.4262012,0.4267179,0.4253322,0.4220401,0.4221732,0.419686
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|Rapeseed,Mha,0.00986838,0.01043412,0.01054526,0.01056961,0.01035306,0.00733339,0.00440159,0.002022824,4.98E-04,4.90E-04,4.85E-04
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|Rice,Mha,0.00603302,0.00634322,0.00635694,0.00628828,0.00623766,0.00615851,0.00605101,0.00591341,0.00575903,0.00570183,0.00560487
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|Soybean,Mha,0.01988802,0.035855,0.0350417,0.0339392,0.0327402,0.03122,0.0299583,0.0288221,0.027782,0.0282087,0.0286314
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|SugarCrops,Mha,0.09595016,0.08872802,0.08904367,0.08897747,0.0883058,0.08810791,0.08778985,0.08711628,0.08609925,0.08557469,0.08459657
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|Total,Mha,6.26266258,5.90263936,6.19224177,6.42343123,6.65884302,6.90312177,7.02238552,7.123191304,7.199093117,7.295678647,7.36783724
GCAM,REF,Europe_Non_EU,MeditE,LandUse|Crops|Wheat,Mha,2.506376,2.355844,2.36481,2.350549,2.32509,2.330162,2.334203,2.328364,2.316628,2.318681,2.312513
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|Cropland,Mha,4.27433278,4.15315578,4.340450776,4.503805291,4.645216038,4.797094463,4.886664506,4.963597401,5.019762627,5.08185004,5.123151868
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|Forest|Managed,Mha,0.0317602,0.037788,0.0390166,0.0401431,0.0410393,0.0418439,0.0428962,0.0438293,0.0446392,0.0453225,0.0459152
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|Forest|Total,Mha,0.104112,0.107338,0.1068788,0.1066289,0.106225,0.1058429,0.1062376,0.1065973,0.1069377,0.1071588,0.10741
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|Forest|Unmanaged,Mha,0.0723518,0.06955,0.0678622,0.0664858,0.0651857,0.063999,0.0633414,0.062768,0.0622985,0.0618363,0.0614948
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|Grassland,Mha,5.22862,5.47162,5.41779,5.36847,5.32441,5.27779,5.2477,5.22164,5.20171,5.18045,5.16538
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|OtherArable,Mha,1.82389,1.595,1.53426,1.48056,1.434,1.38538,1.35508,1.32918,1.30978,1.28906,1.27469
GCAM,REF,Europe_Non_EU,TigrEuphR,LandCover|OtherNotArable,Mha,0.1188,0.131273,0.131273,0.131273,0.131273,0.131273,0.131273,0.131273,0.131273,0.131273,0.131273
