Model,scenario,region,riverBasin,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
GCAM,CORN1BG,China,AmurR,LandUse|Crops|Wheat,Mha,0.8810575,0.88544784,0.828270175,0.776310037,0.727109513,0.705219073,0.679224062,0.651157647,0.620270925,0.599425914,0.576462663
GCAM,CORN1BG,China,BoHai,LandCover|Cropland,Mha,7.71371254,8.60987346,9.280774648,9.766803529,10.17871199,10.51661749,10.59528204,10.63608764,10.62316681,10.59584974,10.51452194
GCAM,CORN1BG,China,BoHai,LandCover|Forest|Managed,Mha,4.03368,3.98623,4.13181,4.27031,4.39002,4.50915,4.64453,4.7658,4.87499,4.9784,5.07264
GCAM,CORN1BG,China,BoHai,LandCover|Forest|Total,Mha,7.40662,7.41676,7.39297,7.39645,7.39138,7.40199,7.47836,7.54801,7.61691,7.68438,7.75569
GCAM,CORN1BG,China,BoHai,LandCover|Forest|Unmanaged,Mha,3.37294,3.43053,3.26116,3.12614,3.00136,2.89284,2.83383,2.78221,2.74192,2.70598,2.68305
GCAM,CORN1BG,China,BoHai,LandCover|Grassland,Mha,2.82231,2.83823,2.77446,2.72297,2.67922,2.64161,2.62408,2.61178,2.60593,2.60225,2.60431
GCAM,CORN1BG,China,BoHai,LandCover|OtherArable,Mha,1.06212,0.108614,0.103867,0.100435,0.0980513,0.0962207,0.0957393,0.0957975,0.0964344,0.0972932,0.0985732
GCAM,CORN1BG,China,BoHai,LandCover|OtherNotArable,Mha,0.238276,0.262674,0.262674,0.262674,0.262674,0.262674,0.262674,0.262674,0.262674,0.262674,0.262674
GCAM,CORN1BG,China,BoHai,LandCover|Pasture|Managed,Mha,0.505528,0.50012,0.554252,0.601823,0.632989,0.648285,0.659108,0.663165,0.660292,0.652531,0.641609
GCAM,CORN1BG,China,BoHai,LandCover|Pasture|Total,Mha,11.893928,11.89392,11.330652,10.908523,10.558309,10.258285,10.125468,10.030225,9.980862,9.944421,9.950609
GCAM,CORN1BG,China,BoHai,LandCover|Pasture|Unmanaged,Mha,11.3884,11.3938,10.7764,10.3067,9.92532,9.61,9.46636,9.36706,9.32057,9.29189,9.309
GCAM,CORN1BG,China,BoHai,LandCover|Shrubland,Mha,0.676099,0.68299,0.667644,0.655254,0.644725,0.635676,0.631457,0.628497,0.62709,0.626204,0.626698
GCAM,CORN1BG,China,BoHai,LandCover|Total,Mha,31.81306554,31.81306146,31.81304165,31.81310953,31.81307129,31.81307319,31.81306034,31.81307114,31.81306721,31.81307194,31.81307614
GCAM,CORN1BG,China,BoHai,LandUse|Crops|Corn,Mha,3.298776,4.013998,4.056239,4.068838,4.039996,3.99546,3.931116,3.845514,3.742817,3.63899,3.524005
GCAM,CORN1BG,China,BoHai,LandUse|Crops|EnergyCrops,Mha,0,0,0.389240947,0.71096773,1.09769186,1.46332607,1.64546452,1.85484492,2.06490545,2.27901591,2.45552179
GCAM,CORN1BG,China,BoHai,LandUse|Crops|OtherCrops,Mha,2.44423532,2.62149366,2.86829524,3.04629609,3.138155909,3.192475968,3.195868906,3.161174549,3.09731926,2.995353825,2.892185713
GCAM,CORN1BG,China,BoHai,LandUse|Crops|OtherGrains,Mha,0.5673856,0.646606,0.6403851,0.6330372,0.6234201,0.6119571,0.5994273,0.5845813,0.5686674,0.5616286,0.5536803
GCAM,CORN1BG,China,BoHai,LandUse|Crops|OtherOilCrops,Mha,0.2246752,0.2186408,0.2262885,0.2297398,0.2297429,0.2288734,0.2264627,0.2223743,0.2169476,0.2106393,0.2034623
GCAM,CORN1BG,China,BoHai,LandUse|Crops|PalmFruit,Mha,0.00313226,0.00318224,0.00322501,0.00325497,0.0032465,0.00319774,0.00314421,0.00308178,0.00300572,0.00298044,0.00294109
GCAM,CORN1BG,China,BoHai,LandUse|Crops|Rapeseed,Mha,0.0250256,0.0256308,0.026208,0.0263846,0.0262854,0.0258585,0.0253283,0.0246784,0.0238957,0.0235637,0.0231241
GCAM,CORN1BG,China,BoHai,LandUse|Crops|Rice,Mha,0.416629,0.423302,0.4176339,0.4097362,0.4005786,0.3896754,0.3768069,0.3627783,0.3470991,0.3337373,0.3192295
GCAM,CORN1BG,China,BoHai,LandUse|Crops|Soybean,Mha,0.3802838,0.3057832,0.3307299,0.3443005,0.3534525,0.3577635,0.3617735,0.3649864,0.3639833,0.3670345,0.368704
GCAM,CORN1BG,China,BoHai,LandUse|Crops|SugarCrops,Mha,0.0549974,0.0511764,0.0484257,0.0455511,0.0426459,0.039727,0.0369463,0.0343337,0.03167,0.0305917,0.0294134
GCAM,CORN1BG,China,BoHai,LandUse|Crops|Total,Mha,7.71371254,8.60987346,9.280774648,9.766803529,10.17871199,10.51661749,10.59528204,10.63608764,10.62316681,10.59584974,10.51452194
GCAM,CORN1BG,China,BoHai,LandUse|Crops|Wheat,Mha,0.29857236,0.30006036,0.274103352,0.248697339,0.223496324,0.208302815,0.192943404,0.177739992,0.162856278,0.152314464,0.14225475
GCAM,CORN1BG,China,ChinaCst,LandCover|Cropland,Mha,12.80232034,12.71978162,13.53018936,14.08539299,14.57228268,14.99979661,15.04881688,15.08742228,15.04594574,15.0265467,14.92910432
GCAM,CORN1BG,China,ChinaCst,LandCover|Forest|Managed,Mha,11.3496,11.1683,11.4629,11.7568,12.0118,12.252,12.5598,12.8296,13.0855,13.3135,13.5308
GCAM,CORN1BG,China,ChinaCst,LandCover|Forest|Total,Mha,20.84011,20.77969,20.51035,20.36349,20.224,20.11229,20.22312,20.31933,20.4454,20.54999,20.68761
GCAM,CORN1BG,China,ChinaCst,LandCover|Forest|Unmanaged,Mha,9.49051,9.61139,9.04745,8.60669,8.2122,7.86029,7.66332,7.48973,7.3599,7.23649,7.15681
GCAM,CORN1BG,China,ChinaCst,LandCover|Grassland,Mha,3.61301,3.65328,3.51905,3.41462,3.32507,3.24375,3.20188,3.16699,3.14558,3.12453,3.11547
GCAM,CORN1BG,China,ChinaCst,LandCover|OtherArable,Mha,0,0,0,0,0,0,0,0,0,0,0
GCAM,CORN1BG,China,ChinaCst,LandCover|OtherNotArable,Mha,1.049925,1.152343,1.152343,1.152343,1.152343,1.152343,1.152343,1.152343,1.152343,1.152343,1.152343
GCAM,CORN1BG,China,ChinaCst,LandCover|Pasture|Managed,Mha,0.288594,0.285529,0.312318,0.335533,0.349199,0.353317,0.356269,0.355284,0.351323,0.344269,0.336293
GCAM,CORN1BG,China,ChinaCst,LandCover|Pasture|Total,Mha,6.789964,6.790489,6.384788,6.081783,5.824659,5.590787,5.473139,5.373594,5.310543,5.246579,5.215513
GCAM,CORN1BG,China,ChinaCst,LandCover|Pasture|Unmanaged,Mha,6.50137,6.50496,6.07247,5.74625,5.47546,5.23747,5.11687,5.01831,4.95922,4.90231,4.87922
GCAM,CORN1BG,China,ChinaCst,LandCover|Shrubland,Mha,0.03046,0.030226,0.0291155,0.0282515,0.0275105,0.0268377,0.0264913,0.0262026,0.0260255,0.0258513,0.0257764
GCAM,CORN1BG,China,ChinaCst,LandCover|Total,Mha,45.12578934,45.12580962,45.12583586,45.12588049,45.12586518,45.12580431,45.12579018,45.12588188,45.12583724,45.12584,45.12581672
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|Corn,Mha,1.512346,1.75108,1.739937,1.721363,1.687718,1.64827,1.608454,1.559854,1.509418,1.460819,1.411909
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|EnergyCrops,Mha,0,0,0.701514178,1.27157997,1.95099443,2.58233107,2.88863824,3.24032429,3.59624069,3.95427723,4.25580039
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|OtherCrops,Mha,4.879673,4.8769472,5.1043465,5.2352101,5.2246012,5.2091352,5.1395515,5.0475432,4.8828653,4.722861,4.535044
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|OtherGrains,Mha,0.1288798,0.1397586,0.136179,0.1329489,0.1295883,0.1264671,0.1236298,0.120352,0.1171494,0.1151156,0.1131391
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|OtherOilCrops,Mha,0.6031686,0.5585298,0.573983,0.5821654,0.5828508,0.5764579,0.5682956,0.5557833,0.5411215,0.5233107,0.5048482
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|PalmFruit,Mha,0.00265218,0.00256394,0.00256892,0.00257126,0.00254562,0.00248347,0.00242968,0.00236769,0.00230282,0.00227159,0.00223531
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|Rapeseed,Mha,0.457914,0.446268,0.451137,0.450406,0.445398,0.433986,0.422961,0.409731,0.395627,0.388105,0.379797
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|Rice,Mha,2.947604,2.849706,2.780063,2.708245,2.6318996,2.5411547,2.4508583,2.3523283,2.2512898,2.1597111,2.073803
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|Soybean,Mha,0.3819668,0.2922564,0.3208745,0.3396693,0.3543127,0.3603996,0.3676763,0.3736937,0.3763657,0.3779267,0.3791909
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|SugarCrops,Mha,0.04113396,0.03642168,0.03567526,0.03476806,0.03367503,0.03236057,0.03113246,0.0297148,0.02825153,0.02708078,0.02589542
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|Total,Mha,12.80232034,12.71978162,13.53018936,14.08539299,14.57228268,14.99979661,15.04881688,15.08742228,15.04594574,15.0265467,14.92910432
GCAM,CORN1BG,China,ChinaCst,LandUse|Crops|Wheat,Mha,1.846982,1.76625,1.683911,1.606466,1.528699,1.486751,1.44519,1.39573,1.345314,1.295068,1.247442
GCAM,CORN1BG,China,GangesR,LandCover|Cropland,Mha,0.06277812,0.06577638,0.07471678,0.080951455,0.086895544,0.091842235,0.093776992,0.095479881,0.096145951,0.097449679,0.097171469
GCAM,CORN1BG,China,GangesR,LandCover|Forest|Managed,Mha,0.124106,0.12248,0.131126,0.139062,0.146637,0.154119,0.16043,0.166196,0.171252,0.176081,0.180091
GCAM,CORN1BG,China,GangesR,LandCover|Forest|Total,Mha,0.22788278,0.22788517,0.23463217,0.24088517,0.24691937,0.25303187,0.25835917,0.26326757,0.26762467,0.27184467,0.27540437
GCAM,CORN1BG,China,GangesR,LandCover|Forest|Unmanaged,Mha,0.10377678,0.10540517,0.10350617,0.10182317,0.10028237,0.09891287,0.09792917,0.09707157,0.09637267,0.09576367,0.09531337
GCAM,CORN1BG,China,GangesR,LandCover|Grassland,Mha,2.0086798,2.0086797,2.0048097,2.0007897,1.9983697,1.9975297,1.9972597,1.9978697,1.9992297,2.0013897,2.0036897
GCAM,CORN1BG,China,GangesR,LandCover|OtherArable,Mha,0.0373618,0.0336625,0.0328166,0.0322713,0.0318585,0.0315849,0.0315074,0.0314877,0.0315822,0.0316321,0.0318077
GCAM,CORN1BG,China,GangesR,LandCover|OtherNotArable,Mha,8.215128,8.213511,8.213511,8.213511,8.213511,8.213511,8.213511,8.213511,8.213511,8.213511,8.213511
GCAM,CORN1BG,China,GangesR,LandCover|Pasture|Managed,Mha,0.895405,0.885831,1.02997,1.16123,1.26131,1.32893,1.36837,1.38937,1.38974,1.37791,1.35361
GCAM,CORN1BG,China,GangesR,LandCover|Pasture|Total,Mha,21.066791,21.066973,21.056812,21.049772,21.041152,21.031372,21.024512,21.017212,21.010382,21.002252,20.995952
GCAM,CORN1BG,China,GangesR,LandCover|Pasture|Unmanaged,Mha,20.171386,20.181142,20.026842,19.888542,19.779842,19.702442,19.656142,19.627842,19.620642,19.624342,19.642342
GCAM,CORN1BG,China,GangesR,LandCover|Shrubland,Mha,0.42951624,0.43167268,0.43084168,0.42997868,0.42945868,0.42927668,0.42922068,0.42934968,0.42964268,0.43010768,0.43060168
GCAM,CORN1BG,China,GangesR,LandCover|Total,Mha,32.04813774,32.04816043,32.04813993,32.0481593,32.04816479,32.04814839,32.04814694,32.04817753,32.0481182,32.04818683,32.04813792
GCAM,CORN1BG,China,GangesR,LandUse|Crops|Corn,Mha,8.10E-04,9.86E-04,0.00100241,0.001008617,1.00E-03,0.000991495,9.70E-04,9.41E-04,9.06E-04,8.75E-04,8.42E-04
GCAM,CORN1BG,China,GangesR,LandUse|Crops|EnergyCrops,Mha,0,0,0.005261051,0.00970104,0.015113766,0.020461072,0.023764839,0.027603032,0.03145154,0.03538005,0.0384458
GCAM,CORN1BG,China,GangesR,LandUse|Crops|OtherCrops,Mha,0.02754646,0.0296025,0.033511624,0.035968025,0.037210821,0.037509634,0.037238163,0.036464302,0.034985778,0.033640695,0.031971235
GCAM,CORN1BG,China,GangesR,LandUse|Crops|OtherGrains,Mha,0.0076758,0.00874756,0.00915483,0.00949831,0.00973894,0.00955661,0.00928479,0.0089485,0.00857429,0.00838985,0.00818472
GCAM,CORN1BG,China,GangesR,LandUse|Crops|OtherOilCrops,Mha,7.04E-04,6.85E-04,7.22E-04,7.36E-04,7.39E-04,7.36E-04,7.24E-04,7.04E-04,6.73E-04,6.37E-04,5.91E-04
GCAM,CORN1BG,China,GangesR,LandUse|Crops|PalmFruit,Mha,4.16E-05,4.22E-05,4.36E-05,4.48E-05,4.52E-05,4.49E-05,4.43E-05,4.34E-05,4.21E-05,4.15E-05,4.06E-05
GCAM,CORN1BG,China,GangesR,LandUse|Crops|Rapeseed,Mha,0.00619918,0.00634914,0.00661818,0.00677598,0.00682615,0.00678431,0.00666221,0.00648328,0.00625488,0.00612321,0.00596389
GCAM,CORN1BG,China,GangesR,LandUse|Crops|Rice,Mha,6.01E-04,6.10E-04,6.14E-04,6.14E-04,6.08E-04,6.01E-04,5.86E-04,5.66E-04,5.43E-04,5.20E-04,4.94E-04
GCAM,CORN1BG,China,GangesR,LandUse|Crops|Soybean,Mha,0.0026968,0.00216848,0.002462658,0.002677429,0.002852598,0.00296352,0.003048561,0.003113081,0.003128585,0.003124073,0.003097284
GCAM,CORN1BG,China,GangesR,LandUse|Crops|SugarCrops,Mha,7.50E-06,6.98E-06,7.12E-06,7.18E-06,7.15E-06,7.10E-06,6.98E-06,6.77E-06,6.49E-06,6.21E-06,5.91E-06
GCAM,CORN1BG,China,GangesR,LandUse|Crops|Total,Mha,0.06277812,0.06577638,0.07471678,0.080951455,0.086895544,0.091842235,0.093776992,0.095479881,0.096145951,0.097449679,0.097171469
GCAM,CORN1BG,China,GangesR,LandUse|Crops|Wheat,Mha,0.01649562,0.0165778,0.015318926,0.013920856,0.012754255,0.012186301,0.011447102,0.010606338,0.00958128,0.008712649,0.007534833
GCAM,CORN1BG,China,Gobi,LandCover|Cropland,Mha,1.64090734,1.69198566,1.759115478,1.800576053,1.815637102,1.828649267,1.816284133,1.78729427,1.743045899,1.700926654,1.651923636
GCAM,CORN1BG,China,Gobi,LandCover|Forest|Managed,Mha,0.00801168,0.00744709,0.00785141,0.00822109,0.00857182,0.00892402,0.00923453,0.00951952,0.00977404,0.0100186,0.0102278
GCAM,CORN1BG,China,Gobi,LandCover|Forest|Total,Mha,0.014711,0.013856,0.0141951,0.01450982,0.01481194,0.01512255,0.01540511,0.0156664,0.01590246,0.01613108,0.01632926
GCAM,CORN1BG,China,Gobi,LandCover|Forest|Unmanaged,Mha,0.00669932,0.00640891,0.00634369,0.00628873,0.00624012,0.00619853,0.00617058,0.00614688,0.00612842,0.00611248,0.00610146
GCAM,CORN1BG,China,Gobi,LandCover|Grassland,Mha,8.23993,8.31704,8.29509,8.2757,8.26128,8.25153,8.24615,8.24359,8.24412,8.2463,8.25034
GCAM,CORN1BG,China,Gobi,LandCover|OtherArable,Mha,0.610157,0.544446,0.532701,0.524036,0.518967,0.515327,0.514906,0.516602,0.520439,0.524625,0.530008
GCAM,CORN1BG,China,Gobi,LandCover|OtherNotArable,Mha,28.514799,28.500554,28.500554,28.500554,28.500554,28.500554,28.500554,28.500554,28.500554,28.500554,28.500554
GCAM,CORN1BG,China,Gobi,LandCover|Pasture|Managed,Mha,2.01652,1.99269,2.28997,2.55701,2.76001,2.89577,2.97774,3.02535,3.03405,3.01801,2.97739
GCAM,CORN1BG,China,Gobi,LandCover|Pasture|Total,Mha,47.44412,47.39059,47.41897,47.46031,47.50531,47.53307,47.56624,47.60305,47.64125,47.67051,47.69849
GCAM,CORN1BG,China,Gobi,LandCover|Pasture|Unmanaged,Mha,45.4276,45.3979,45.129,44.9033,44.7453,44.6373,44.5885,44.5777,44.6072,44.6525,44.7211
GCAM,CORN1BG,China,Gobi,LandCover|Shrubland,Mha,23.58578,23.59198,23.52974,23.47472,23.43384,23.40615,23.3909,23.38364,23.38514,23.39133,23.40279
GCAM,CORN1BG,China,Gobi,LandCover|Total,Mha,110.0504043,110.0504517,110.0503656,110.0504059,110.0504,110.0504028,110.0504392,110.0503967,110.0504514,110.0503767,110.0504349
GCAM,CORN1BG,China,Gobi,LandUse|Crops|Corn,Mha,0.2783006,0.3386391,0.34562583,0.34808854,0.34625244,0.34408878,0.33743829,0.3287603,0.31797112,0.30935344,0.29899903
GCAM,CORN1BG,China,Gobi,LandUse|Crops|EnergyCrops,Mha,0,0,0.003151264,0.005840304,0.009111584,0.012388989,0.014701591,0.017460054,0.020354409,0.023404858,0.026051681
GCAM,CORN1BG,China,Gobi,LandUse|Crops|OtherCrops,Mha,0.64110662,0.63737336,0.69961946,0.74774545,0.77714954,0.79608708,0.8024523,0.79702345,0.78288996,0.76160202,0.73891034
GCAM,CORN1BG,China,Gobi,LandUse|Crops|OtherGrains,Mha,0.04034216,0.045975,0.0468615,0.0473944,0.0476221,0.0471736,0.0463036,0.0452103,0.0439112,0.0433445,0.042593
GCAM,CORN1BG,China,Gobi,LandUse|Crops|OtherOilCrops,Mha,0.07621464,0.07416778,0.07881344,0.08150346,0.08276373,0.0833878,0.08272381,0.08149286,0.07944918,0.0771947,0.07453275
GCAM,CORN1BG,China,Gobi,LandUse|Crops|PalmFruit,Mha,9.50E-04,9.65E-04,0.001000334,0.001027149,0.001039228,0.001035778,0.001022722,0.001005106,9.81E-04,9.72E-04,9.56E-04
GCAM,CORN1BG,China,Gobi,LandUse|Crops|Rapeseed,Mha,0.0579988,0.0594018,0.0621448,0.0636492,0.0643231,0.0640303,0.062981,0.06153,0.0596244,0.0587457,0.0574853
GCAM,CORN1BG,China,Gobi,LandUse|Crops|Rice,Mha,0.01796654,0.01825436,0.01839182,0.01835235,0.01820692,0.01799753,0.01757307,0.01706802,0.01645728,0.01589058,0.01522762
GCAM,CORN1BG,China,Gobi,LandUse|Crops|Soybean,Mha,0.0498756,0.04010472,0.04538663,0.0491064,0.05217956,0.05413821,0.05566945,0.05699568,0.05754879,0.05806598,0.05822821
GCAM,CORN1BG,China,Gobi,LandUse|Crops|SugarCrops,Mha,0.0460518,0.0428524,0.0414875,0.0397019,0.037705,0.0355415,0.0331928,0.0309284,0.028551,0.0275553,0.0264183
GCAM,CORN1BG,China,Gobi,LandUse|Crops|Total,Mha,1.64090734,1.69198566,1.759115478,1.800576053,1.815637102,1.828649267,1.816284133,1.78729427,1.743045899,1.700926654,1.651923636
GCAM,CORN1BG,China,Gobi,LandUse|Crops|Wheat,Mha,0.432101,0.4342524,0.4166329,0.3981669,0.3792839,0.3727797,0.3622255,0.3498201,0.3353075,0.3247976,0.312521
GCAM,CORN1BG,China,Hainan,LandCover|Cropland,Mha,0.61944802,0.61543422,0.645437199,0.663648278,0.671806717,0.677192167,0.673257066,0.663441012,0.648915545,0.633451153,0.616318378
GCAM,CORN1BG,China,Hainan,LandCover|Forest|Managed,Mha,0.477314,0.468923,0.496374,0.521886,0.546812,0.571182,0.592363,0.612425,0.63077,0.648384,0.663583
GCAM,CORN1BG,China,Hainan,LandCover|Forest|Total,Mha,0.876441,0.872475,0.888153,0.90394,0.920656,0.937624,0.95379,0.96995,0.985544,1.00081,1.01457
GCAM,CORN1BG,China,Hainan,LandCover|Forest|Unmanaged,Mha,0.399127,0.403552,0.391779,0.382054,0.373844,0.366442,0.361427,0.357525,0.354774,0.352426,0.350987
GCAM,CORN1BG,China,Hainan,LandCover|Grassland,Mha,0.501618,0.506579,0.499164,0.49329,0.488882,0.485063,0.482929,0.48181,0.481645,0.481773,0.482477
GCAM,CORN1BG,China,Hainan,LandCover|OtherArable,Mha,0,0,0,0,0,0,0,0,0,0,0
GCAM,CORN1BG,China,Hainan,LandCover|OtherNotArable,Mha,0.031667,0.034933,0.034933,0.034933,0.034933,0.034933,0.034933,0.034933,0.034933,0.034933,0.034933
GCAM,CORN1BG,China,Hainan,LandCover|Pasture|Managed,Mha,0.0546461,0.0540636,0.0610275,0.0672835,0.071892,0.074615,0.0762006,0.0770534,0.0770393,0.0764175,0.075263
GCAM,CORN1BG,China,Hainan,LandCover|Pasture|Total,Mha,1.2856961,1.2857536,1.2475975,1.2195635,1.199162,1.180685,1.1706206,1.1654134,1.1645193,1.1645875,1.167243
GCAM,CORN1BG,China,Hainan,LandCover|Pasture|Unmanaged,Mha,1.23105,1.23169,1.18657,1.15228,1.12727,1.10607,1.09442,1.08836,1.08748,1.08817,1.09198
GCAM,CORN1BG,China,Hainan,LandCover|Shrubland,Mha,0.008077,0.007775,0.00766119,0.00757105,0.00750339,0.00744477,0.00741202,0.00739484,0.00739231,0.00739427,0.00740509
GCAM,CORN1BG,China,Hainan,LandCover|Total,Mha,3.32294712,3.32294982,3.322945889,3.322945828,3.322943107,3.322941937,3.322941686,3.322942252,3.322949155,3.322948923,3.322946468
GCAM,CORN1BG,China,Hainan,LandUse|Crops|Corn,Mha,0.01094958,0.01275672,0.0129532,0.01306188,0.01305606,0.0129891,0.01279481,0.01254775,0.01224103,0.01194654,0.01159538
GCAM,CORN1BG,China,Hainan,LandUse|Crops|EnergyCrops,Mha,0,0,0.00439655,0.00817238,0.012868054,0.017467873,0.019837334,0.022596942,0.025396228,0.028279191,0.030664682
GCAM,CORN1BG,China,Hainan,LandUse|Crops|OtherCrops,Mha,0.34343566,0.35137938,0.374975696,0.389275282,0.393497604,0.398425759,0.398814261,0.393529073,0.384820054,0.37324468,0.361836835
GCAM,CORN1BG,China,Hainan,LandUse|Crops|OtherGrains,Mha,3.88E-04,4.24E-04,4.18E-04,4.12E-04,4.06E-04,4.01E-04,3.94E-04,3.86E-04,3.77E-04,3.74E-04,3.69E-04
GCAM,CORN1BG,China,Hainan,LandUse|Crops|OtherOilCrops,Mha,0.03209814,0.02990696,0.0315231,0.03270884,0.03347512,0.03377779,0.03364544,0.03333199,0.03277717,0.03196055,0.03098945
GCAM,CORN1BG,China,Hainan,LandUse|Crops|PalmFruit,Mha,1.23E-04,1.19E-04,1.22E-04,1.24E-04,1.25E-04,1.24E-04,1.22E-04,1.20E-04,1.17E-04,1.17E-04,1.15E-04
GCAM,CORN1BG,China,Hainan,LandUse|Crops|Rice,Mha,0.1789356,0.1740672,0.1739954,0.1730213,0.1719562,0.1687,0.1637794,0.1585249,0.1524443,0.1477456,0.1421304
GCAM,CORN1BG,China,Hainan,LandUse|Crops|Soybean,Mha,0.00743666,0.00572536,0.00642847,0.0069394,0.0073829,0.00765359,0.00788367,0.00810488,0.00822986,0.00833567,0.00839633
GCAM,CORN1BG,China,Hainan,LandUse|Crops|SugarCrops,Mha,0.0460814,0.04105556,0.040625299,0.03993344,0.039040539,0.037653314,0.035986302,0.034299532,0.032512542,0.031448346,0.030220749
GCAM,CORN1BG,China,Hainan,LandUse|Crops|Total,Mha,0.61944802,0.61543422,0.645437199,0.663648278,0.671806717,0.677192167,0.673257066,0.663441012,0.648915545,0.633451153,0.616318378
GCAM,CORN1BG,China,Hong,LandCover|Cropland,Mha,0.83241104,0.82732946,0.868178287,0.893985032,0.910538911,0.922617456,0.91859954,0.909383857,0.894703982,0.878575879,0.858677589
GCAM,CORN1BG,China,Hong,LandCover|Forest|Managed,Mha,1.41937,1.39957,1.47673,1.54772,1.61516,1.68023,1.73637,1.78801,1.83408,1.87772,1.91499
GCAM,CORN1BG,China,Hong,LandCover|Forest|Total,Mha,2.60624,2.60403,2.64228,2.68075,2.71941,2.75818,2.79581,2.83183,2.86565,2.89835,2.92788
GCAM,CORN1BG,China,Hong,LandCover|Forest|Unmanaged,Mha,1.18687,1.20446,1.16555,1.13303,1.10425,1.07795,1.05944,1.04382,1.03157,1.02063,1.01289
GCAM,CORN1BG,China,Hong,LandCover|Grassland,Mha,0.479714,0.485416,0.476753,0.469642,0.463567,0.458047,0.45441,0.451541,0.449541,0.447848,0.446922
GCAM,CORN1BG,China,Hong,LandCover|OtherArable,Mha,0,0,0,0,0,0,0,0,0,0,0
GCAM,CORN1BG,China,Hong,LandCover|OtherNotArable,Mha,0.016218,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668,0.019668
GCAM,CORN1BG,China,Hong,LandCover|Pasture|Managed,Mha,0.0430238,0.0425638,0.0482208,0.0532229,0.0567385,0.0587143,0.0597282,0.0600463,0.0596198,0.0587224,0.057445
GCAM,CORN1BG,China,Hong,LandCover|Pasture|Total,Mha,1.0122498,1.0122598,0.9857868,0.9647049,0.9464015,0.9290803,0.9175682,0.9081883,0.9012038,0.8949144,0.890904
GCAM,CORN1BG,China,Hong,LandCover|Pasture|Unmanaged,Mha,0.969226,0.969696,0.937566,0.911482,0.889663,0.870366,0.85784,0.848142,0.841584,0.836192,0.833459
GCAM,CORN1BG,China,Hong,LandCover|Shrubland,Mha,2.46529,2.46342,2.41946,2.38337,2.35254,2.32453,2.30608,2.29151,2.28136,2.27277,2.26807
GCAM,CORN1BG,China,Hong,LandCover|Total,Mha,7.41212284,7.41212326,7.412126087,7.412119932,7.412125411,7.412122756,7.41213574,7.412121157,7.412126782,7.412126279,7.412121589
GCAM,CORN1BG,China,Hong,LandUse|Crops|Corn,Mha,0.21607388,0.24601476,0.25239603,0.25700905,0.25856007,0.25764039,0.2545722,0.24985953,0.24391366,0.23638146,0.22819969
GCAM,CORN1BG,China,Hong,LandUse|Crops|EnergyCrops,Mha,0,0,0.012864735,0.023835463,0.037371247,0.050516958,0.057191296,0.064910863,0.072676287,0.080622957,0.08713978
GCAM,CORN1BG,China,Hong,LandUse|Crops|OtherCrops,Mha,0.25534008,0.25500058,0.273268416,0.284098094,0.288677362,0.292584428,0.291523708,0.287216686,0.280606163,0.271841627,0.262558262
GCAM,CORN1BG,China,Hong,LandUse|Crops|OtherGrains,Mha,0.00879648,0.00938006,0.009375828,0.009351369,0.009279189,0.00914969,0.008974436,0.008760876,0.008519663,0.008390737,0.008248073
GCAM,CORN1BG,China,Hong,LandUse|Crops|OtherOilCrops,Mha,0.01238512,0.01127742,0.01175079,0.01198613,0.01203875,0.01187706,0.01158851,0.0112285,0.01079587,0.01047287,0.01010942
GCAM,CORN1BG,China,Hong,LandUse|Crops|PalmFruit,Mha,2.85E-04,2.71E-04,2.76E-04,2.80E-04,2.81E-04,2.77E-04,2.72E-04,2.66E-04,2.59E-04,2.56E-04,2.52E-04
GCAM,CORN1BG,China,Hong,LandUse|Crops|Rapeseed,Mha,0.01800938,0.0172589,0.01774834,0.01796305,0.01796639,0.01771202,0.01732183,0.01684419,0.01626816,0.01599704,0.01565092
GCAM,CORN1BG,China,Hong,LandUse|Crops|Rice,Mha,0.14399396,0.13689262,0.135997059,0.134484403,0.132413656,0.129827193,0.126113007,0.121925353,0.117068423,0.112696058,0.107872464
GCAM,CORN1BG,China,Hong,LandUse|Crops|Soybean,Mha,0.07245556,0.0545146,0.05783686,0.05912787,0.05962896,0.05972322,0.05958125,0.05931708,0.05836619,0.05875828,0.05891177
GCAM,CORN1BG,China,Hong,LandUse|Crops|SugarCrops,Mha,0.02992938,0.0260592,0.025750894,0.025255916,0.024572722,0.023579765,0.022460534,0.021298737,0.020074657,0.01930037,0.018455688
